,scores
r2,0.8151794871794872
cv_avg,0.9377948717948719
1,0.9230769230769231
2,0.9420512820512821
3,0.9420512820512821
4,0.9364102564102564
5,0.9446153846153846
6,0.9394871794871795
7,0.9456410256410256
8,0.9374358974358974
9,0.9312820512820513
10,0.9358974358974359
