,scores
r2,0.7708717948717949
cv_avg,0.9341538461538462
1,0.9184615384615384
2,0.9384615384615385
3,0.9384615384615385
4,0.9338461538461539
5,0.94
6,0.9358974358974359
7,0.9394871794871795
8,0.9343589743589743
9,0.9302564102564103
10,0.9323076923076923
