,scores
r2,0.10966894664842675
cv_avg,0.8583221476510067
1,0.8550335570469799
2,0.8563758389261745
3,0.8550335570469799
4,0.8530201342281879
5,0.8610738255033556
6,0.8583892617449664
7,0.863758389261745
8,0.8523489932885906
9,0.8684563758389262
10,0.859731543624161
