,scores
r2,-0.13384040127678998
cv_avg,0.8571812080536914
1,0.8577181208053691
2,0.8550335570469799
3,0.8563758389261745
4,0.8583892617449664
5,0.8577181208053691
6,0.8530201342281879
7,0.8563758389261745
8,0.8577181208053691
9,0.8630872483221477
10,0.8563758389261745
