,scores
r2,0.7725128205128206
cv_avg,0.9333846153846155
1,0.9174358974358975
2,0.936923076923077
3,0.938974358974359
4,0.9297435897435897
5,0.94
6,0.9343589743589743
7,0.9394871794871795
8,0.9353846153846154
9,0.9282051282051282
10,0.9333333333333333
