,scores
r2,0.8613333333333333
cv_avg,0.9421538461538461
1,0.9271794871794872
2,0.9476923076923077
3,0.9476923076923077
4,0.941025641025641
5,0.9466666666666667
6,0.943076923076923
7,0.9466666666666667
8,0.9420512820512821
9,0.936923076923077
10,0.9425641025641026
