,scores
r2,0.6309311445508435
cv_avg,0.8581879194630873
1,0.8624161073825504
2,0.8577181208053691
3,0.8577181208053691
4,0.8503355704697987
5,0.8590604026845637
6,0.8577181208053691
7,0.8617449664429531
8,0.8543624161073825
9,0.8557046979865772
10,0.8651006711409396
