,scores
r2,0.7727179487179487
cv_avg,0.933897435897436
1,0.9184615384615384
2,0.9353846153846154
3,0.938974358974359
4,0.9307692307692308
5,0.9394871794871795
6,0.9364102564102564
7,0.9405128205128205
8,0.9353846153846154
9,0.9297435897435897
10,0.9338461538461539
