,scores
r2,0.9003076923076923
cv_avg,0.9435897435897435
1,0.9312820512820513
2,0.9487179487179487
3,0.9476923076923077
4,0.9420512820512821
5,0.9482051282051283
6,0.9456410256410256
7,0.9517948717948718
8,0.9415384615384615
9,0.9358974358974359
10,0.943076923076923
