,scores
r2,0.8186666666666667
cv_avg,0.9375897435897436
1,0.9230769230769231
2,0.9425641025641026
3,0.9415384615384615
4,0.9323076923076923
5,0.9425641025641026
6,0.9384615384615385
7,0.9446153846153846
8,0.9405128205128205
9,0.9317948717948717
10,0.9384615384615385
