,scores
r2,0.8637948717948718
cv_avg,0.942102564102564
1,0.9287179487179488
2,0.9456410256410256
3,0.9487179487179487
4,0.938974358974359
5,0.9507692307692308
6,0.943076923076923
7,0.9466666666666667
8,0.941025641025641
9,0.9353846153846154
10,0.9420512820512821
