,scores
r2,0.9025641025641026
cv_avg,0.9445128205128206
1,0.9302564102564103
2,0.9451282051282052
3,0.9528205128205128
4,0.9435897435897436
5,0.9528205128205128
6,0.9456410256410256
7,0.9507692307692308
8,0.9425641025641026
9,0.9379487179487179
10,0.9435897435897436
