,scores
r2,0.37274601003191965
cv_avg,0.8559060402684564
1,0.8557046979865772
2,0.8604026845637583
3,0.8570469798657718
4,0.8483221476510067
5,0.8590604026845637
6,0.8557046979865772
7,0.859731543624161
8,0.8550335570469799
9,0.8550335570469799
10,0.8530201342281879
