,scores
r2,0.6591956224350205
cv_avg,0.8567114093959731
1,0.8630872483221477
2,0.8536912751677852
3,0.8530201342281879
4,0.8409395973154362
5,0.8590604026845637
6,0.8610738255033556
7,0.8610738255033556
8,0.8536912751677852
9,0.8590604026845637
10,0.8624161073825504
