,scores
r2,0.788016415868673
cv_avg,0.856241610738255
1,0.8577181208053691
2,0.8523489932885906
3,0.8550335570469799
4,0.8416107382550335
5,0.8617449664429531
6,0.8644295302013423
7,0.8550335570469799
8,0.8550335570469799
9,0.8630872483221477
10,0.8563758389261745
