,scores
r2,0.8336744186046512
cv_avg,0.8579865771812081
1,0.8550335570469799
2,0.8590604026845637
3,0.851006711409396
4,0.8503355704697987
5,0.8677852348993289
6,0.8590604026845637
7,0.8557046979865772
8,0.8577181208053691
9,0.8610738255033556
10,0.8630872483221477
