,scores
r2,0.8644102564102564
cv_avg,0.9423076923076923
1,0.9292307692307692
2,0.9482051282051283
3,0.9456410256410256
4,0.936923076923077
5,0.9487179487179487
6,0.9446153846153846
7,0.9487179487179487
8,0.9420512820512821
9,0.9348717948717948
10,0.9441025641025641
