,scores
r2,0.08086092111263099
cv_avg,0.8573825503355703
1,0.8583892617449664
2,0.8523489932885906
3,0.8536912751677852
4,0.8543624161073825
5,0.8617449664429531
6,0.8543624161073825
7,0.8604026845637583
8,0.8530201342281879
9,0.8657718120805369
10,0.859731543624161
