,scores
r2,0.6146247150022799
cv_avg,0.857248322147651
1,0.8570469798657718
2,0.8604026845637583
3,0.8563758389261745
4,0.8449664429530201
5,0.8577181208053691
6,0.8610738255033556
7,0.8604026845637583
8,0.8516778523489933
9,0.8610738255033556
10,0.8617449664429531
