,scores
r2,0.5275897435897436
cv_avg,0.879948717948718
1,0.8702564102564102
2,0.8835897435897436
3,0.8882051282051282
4,0.8784615384615385
5,0.8815384615384615
6,0.8902564102564102
7,0.8794871794871795
8,0.8769230769230769
9,0.8697435897435898
10,0.8810256410256411
