,scores
r2,-0.5057628384687205
cv_avg,0.6548837209302325
1,0.6581395348837209
2,0.6543604651162791
3,0.6543604651162791
4,0.6558139534883721
5,0.6540697674418605
6,0.6540697674418605
7,0.6549418604651163
8,0.6546511627906977
9,0.6543604651162791
10,0.6540697674418605
