,scores
r2,0.5604102564102564
cv_avg,0.885897435897436
1,0.8789743589743589
2,0.8861538461538462
3,0.8861538461538462
4,0.882051282051282
5,0.8907692307692308
6,0.8902564102564102
7,0.8928205128205128
8,0.8856410256410256
9,0.882051282051282
10,0.884102564102564
