,scores
r2,0.2397948717948718
cv_avg,0.8087692307692308
1,0.7994871794871795
2,0.8025641025641026
3,0.8184615384615385
4,0.8056410256410257
5,0.8128205128205128
6,0.8117948717948718
7,0.8184615384615385
8,0.8082051282051282
9,0.7928205128205128
10,0.8174358974358974
