,scores
r2,0.08549318394024297
cv_avg,0.8011918604651163
1,0.8151162790697675
2,0.8136627906976744
3,0.827906976744186
4,0.8209302325581396
5,0.8412790697674418
6,0.8459302325581395
7,0.8549418604651163
8,0.8456395348837209
9,0.6936046511627907
10,0.6529069767441861
