,scores
r2,0.4092307692307692
cv_avg,0.8526153846153844
1,0.8435897435897436
2,0.8548717948717949
3,0.857948717948718
4,0.8482051282051282
5,0.8564102564102564
6,0.8497435897435898
7,0.8589743589743589
8,0.8543589743589743
9,0.8435897435897436
10,0.8584615384615385
