,scores
r2,-0.38743454715219383
cv_avg,0.6985755813953489
1,0.7066860465116279
2,0.7122093023255814
3,0.7133720930232558
4,0.7162790697674418
5,0.704360465116279
6,0.6968023255813953
7,0.7107558139534884
8,0.7040697674418605
9,0.6671511627906976
10,0.6540697674418605
