,scores
r2,0.3161112978524745
cv_avg,0.8348837209302324
1,0.8497093023255814
2,0.8433139534883721
3,0.8590116279069767
4,0.8549418604651163
5,0.8828488372093023
6,0.9034883720930232
7,0.9017441860465116
8,0.8968023255813954
9,0.7037790697674419
10,0.6531976744186047
