,scores
r2,0.5206153846153846
cv_avg,0.872974358974359
1,0.8687179487179487
2,0.8753846153846154
3,0.8758974358974358
4,0.8676923076923077
5,0.8743589743589744
6,0.8769230769230769
7,0.8728205128205129
8,0.8702564102564102
9,0.8743589743589744
10,0.8733333333333333
