,scores
r2,-0.14253716370269043
cv_avg,0.8557046979865772
1,0.8557046979865772
2,0.8557046979865772
3,0.8557046979865772
4,0.8557046979865772
5,0.8557046979865772
6,0.8557046979865772
7,0.8557046979865772
8,0.8557046979865772
9,0.8557046979865772
10,0.8557046979865772
