,scores
r2,0.5312820512820513
cv_avg,0.8807179487179487
1,0.8687179487179487
2,0.8825641025641026
3,0.8846153846153846
4,0.8815384615384615
5,0.8835897435897436
6,0.8866666666666667
7,0.8856410256410256
8,0.8805128205128205
9,0.8728205128205129
10,0.8805128205128205
