,scores
r2,0.40800000000000003
cv_avg,0.8445641025641025
1,0.8348717948717949
2,0.8441025641025641
3,0.8528205128205129
4,0.8487179487179487
5,0.8487179487179487
6,0.8482051282051282
7,0.8507692307692307
8,0.841025641025641
9,0.8343589743589743
10,0.8420512820512821
