,scores
r2,-0.42803361344537794
cv_avg,0.6818895348837211
1,0.7104651162790697
2,0.7011627906976744
3,0.7052325581395349
4,0.7084302325581395
5,0.6831395348837209
6,0.6659883720930233
7,0.665406976744186
8,0.663953488372093
9,0.6607558139534884
10,0.6543604651162791
