,scores
r2,0.3835897435897436
cv_avg,0.8487692307692308
1,0.838974358974359
2,0.841025641025641
3,0.8584615384615385
4,0.8538461538461538
5,0.8466666666666667
6,0.8569230769230769
7,0.8558974358974359
8,0.8487179487179487
9,0.8328205128205128
10,0.8543589743589743
